t,i,j,C1,C2
31270.0,641,699,MP*2,MP*2
31270.0,1613,1672,MP*1,MP*1
31270.0,1170,1672,MP*1,MP*1
31270.0,641,1674,MP*2,MP*1
31270.0,646,684,MP*2,MP*2
31270.0,619,684,MP*2,MP*2
31271.0,641,1674,MP*2,MP*1
31271.0,1170,1672,MP*1,MP*1
31271.0,641,699,MP*2,MP*2
31271.0,1181,1674,MP*1,MP*1
31272.0,641,1674,MP*2,MP*1
31272.0,1170,1672,MP*1,MP*1
31272.0,1651,1674,MP*1,MP*1
31272.0,641,699,MP*2,MP*2
31272.0,1181,1674,MP*1,MP*1
31273.0,1170,1672,MP*1,MP*1
31273.0,1651,1674,MP*1,MP*1
31273.0,641,699,MP*2,MP*2
31273.0,1492,1651,MP*1,MP*1
31273.0,1613,1672,MP*1,MP*1
31274.0,1651,1674,MP*1,MP*1
31274.0,641,699,MP*2,MP*2
31274.0,1613,1672,MP*1,MP*1
31275.0,1651,1674,MP*1,MP*1
31275.0,641,699,MP*2,MP*2
31275.0,1613,1672,MP*1,MP*1
31276.0,1651,1674,MP*1,MP*1
31276.0,641,699,MP*2,MP*2
31276.0,1613,1672,MP*1,MP*1
31277.0,641,1674,MP*2,MP*1
31277.0,641,699,MP*2,MP*2
31277.0,1613,1672,MP*1,MP*1
31278.0,641,1674,MP*2,MP*1
31278.0,1651,1674,MP*1,MP*1
31278.0,641,699,MP*2,MP*2
31278.0,1613,1672,MP*1,MP*1
31279.0,1658,1678,MP*1,MP*1
31279.0,641,699,MP*2,MP*2
31279.0,681,694,PC,PC
31279.0,1148,1678,MP*1,MP*1
31279.0,1613,1672,MP*1,MP*1
31279.0,1148,1658,MP*1,MP*1
31279.0,641,1674,MP*2,MP*1
31279.0,1170,1672,MP*1,MP*1
31279.0,1651,1674,MP*1,MP*1
31280.0,1164,1644,MP*1,MP*1
31280.0,1613,1678,MP*1,MP*1
31280.0,641,699,MP*2,MP*2
31280.0,1658,1678,MP*1,MP*1
31280.0,1170,1672,MP*1,MP*1
31280.0,1148,1658,MP*1,MP*1
31281.0,641,1674,MP*2,MP*1
31281.0,1148,1658,MP*1,MP*1
31281.0,1651,1674,MP*1,MP*1
31281.0,641,699,MP*2,MP*2
31281.0,619,695,MP*2,MP*2
31282.0,641,1674,MP*2,MP*1
31282.0,641,699,MP*2,MP*2
31282.0,1181,1674,MP*1,MP*1
31282.0,1658,1678,MP*1,MP*1
31283.0,851,864,PSI*,PSI*
31283.0,1651,1674,MP*1,MP*1
31283.0,641,699,MP*2,MP*2
31284.0,1613,1678,MP*1,MP*1
31284.0,619,695,MP*2,MP*2
31284.0,641,699,MP*2,MP*2
31285.0,1613,1678,MP*1,MP*1
31285.0,641,699,MP*2,MP*2
31285.0,641,1674,MP*2,MP*1
31285.0,1613,1672,MP*1,MP*1
31285.0,851,864,PSI*,PSI*
31285.0,1651,1674,MP*1,MP*1
31286.0,1613,1678,MP*1,MP*1
31286.0,641,699,MP*2,MP*2
31286.0,1181,1674,MP*1,MP*1
31286.0,1613,1672,MP*1,MP*1
31286.0,636,864,PC,PSI*
31286.0,1651,1674,MP*1,MP*1
31287.0,1170,1672,MP*1,MP*1
31287.0,1651,1674,MP*1,MP*1
31287.0,641,699,MP*2,MP*2
31287.0,619,684,MP*2,MP*2
31288.0,1613,1678,MP*1,MP*1
31288.0,641,699,MP*2,MP*2
31288.0,1181,1674,MP*1,MP*1
31288.0,619,695,MP*2,MP*2
31288.0,636,864,PC,PSI*
31288.0,1170,1672,MP*1,MP*1
31288.0,1651,1674,MP*1,MP*1
31288.0,619,684,MP*2,MP*2
31289.0,851,864,PSI*,PSI*
31289.0,1651,1674,MP*1,MP*1
31289.0,641,699,MP*2,MP*2
31290.0,641,1674,MP*2,MP*1
31290.0,684,695,MP*2,MP*2
31290.0,641,699,MP*2,MP*2
31290.0,1651,1674,MP*1,MP*1
31291.0,1651,1674,MP*1,MP*1
31291.0,641,699,MP*2,MP*2
31291.0,619,684,MP*2,MP*2
31292.0,851,864,PSI*,PSI*
31292.0,684,695,MP*2,MP*2
31292.0,641,699,MP*2,MP*2
31293.0,641,699,MP*2,MP*2
31293.0,619,684,MP*2,MP*2
31293.0,636,864,PC,PSI*
31294.0,684,695,MP*2,MP*2
31294.0,641,699,MP*2,MP*2
31294.0,1613,1672,MP*1,MP*1
31295.0,1170,1672,MP*1,MP*1
31295.0,641,699,MP*2,MP*2
31295.0,619,684,MP*2,MP*2
31295.0,1613,1672,MP*1,MP*1
31295.0,636,864,PC,PSI*
31296.0,1613,1672,MP*1,MP*1
31297.0,851,864,PSI*,PSI*
31297.0,641,699,MP*2,MP*2
31297.0,1613,1672,MP*1,MP*1
31298.0,851,864,PSI*,PSI*
31298.0,1651,1674,MP*1,MP*1
31298.0,641,699,MP*2,MP*2
31298.0,1613,1672,MP*1,MP*1
31299.0,851,864,PSI*,PSI*
31299.0,1170,1672,MP*1,MP*1
31299.0,1613,1672,MP*1,MP*1
31300.0,851,864,PSI*,PSI*
31300.0,1170,1672,MP*1,MP*1
31300.0,1164,1644,MP*1,MP*1
31301.0,1170,1672,MP*1,MP*1
31301.0,636,864,PC,PSI*
31302.0,860,869,PSI*,PSI*
31302.0,1170,1672,MP*1,MP*1
31302.0,1613,1672,MP*1,MP*1
31303.0,851,864,PSI*,PSI*
31303.0,636,860,PC,PSI*
31303.0,1613,1672,MP*1,MP*1
31304.0,851,864,PSI*,PSI*
31304.0,636,860,PC,PSI*
31304.0,851,860,PSI*,PSI*
31304.0,1613,1672,MP*1,MP*1
31304.0,860,864,PSI*,PSI*
31305.0,851,864,PSI*,PSI*
31305.0,851,860,PSI*,PSI*
31305.0,1613,1672,MP*1,MP*1
31306.0,1170,1672,MP*1,MP*1
31306.0,636,860,PC,PSI*
31306.0,1613,1672,MP*1,MP*1
31306.0,636,851,PC,PSI*
31306.0,860,864,PSI*,PSI*
31307.0,851,860,PSI*,PSI*
31307.0,1613,1672,MP*1,MP*1
31307.0,636,860,PC,PSI*
31307.0,860,864,PSI*,PSI*
31307.0,641,691,MP*2,MP*2
31307.0,1170,1672,MP*1,MP*1
31307.0,646,684,MP*2,MP*2
31307.0,619,684,MP*2,MP*2
31307.0,636,851,PC,PSI*
31308.0,641,691,MP*2,MP*2
31308.0,1613,1672,MP*1,MP*1
31308.0,860,864,PSI*,PSI*
31309.0,851,860,PSI*,PSI*
31309.0,1613,1672,MP*1,MP*1
31309.0,636,860,PC,PSI*
31309.0,1181,1674,MP*1,MP*1
31309.0,641,691,MP*2,MP*2
31309.0,1651,1674,MP*1,MP*1
31310.0,619,695,MP*2,MP*2
31310.0,851,860,PSI*,PSI*
31311.0,851,860,PSI*,PSI*
31311.0,636,860,PC,PSI*
31311.0,619,695,MP*2,MP*2
31311.0,851,864,PSI*,PSI*
31311.0,1170,1672,MP*1,MP*1
31311.0,1651,1674,MP*1,MP*1
31312.0,1651,1674,MP*1,MP*1
31313.0,1613,1672,MP*1,MP*1
31314.0,851,860,PSI*,PSI*
31314.0,641,691,MP*2,MP*2
31314.0,1181,1674,MP*1,MP*1
31314.0,636,860,PC,PSI*
31314.0,1492,1674,MP*1,MP*1
31314.0,1613,1672,MP*1,MP*1
31315.0,851,860,PSI*,PSI*
31315.0,636,860,PC,PSI*
31315.0,641,691,MP*2,MP*2
31315.0,1613,1672,MP*1,MP*1
31316.0,636,860,PC,PSI*
31316.0,1613,1672,MP*1,MP*1
31316.0,860,864,PSI*,PSI*
31317.0,851,864,PSI*,PSI*
31317.0,1492,1651,MP*1,MP*1
31317.0,1613,1672,MP*1,MP*1
31318.0,851,860,PSI*,PSI*
31318.0,1651,1674,MP*1,MP*1
31318.0,638,695,MP*2,MP*2
31318.0,636,851,PC,PSI*
31318.0,1613,1672,MP*1,MP*1
31319.0,851,860,PSI*,PSI*
31319.0,638,695,MP*2,MP*2
31320.0,851,860,PSI*,PSI*
31320.0,636,860,PC,PSI*
31320.0,638,695,MP*2,MP*2
31320.0,1148,1678,MP*1,MP*1
31320.0,1613,1672,MP*1,MP*1
31320.0,1651,1674,MP*1,MP*1
31320.0,636,851,PC,PSI*
31321.0,851,860,PSI*,PSI*
31321.0,636,860,PC,PSI*
31321.0,638,695,MP*2,MP*2
31321.0,1148,1678,MP*1,MP*1
31321.0,1613,1672,MP*1,MP*1
31321.0,636,851,PC,PSI*
31322.0,851,860,PSI*,PSI*
31322.0,1651,1674,MP*1,MP*1
31322.0,638,695,MP*2,MP*2
31322.0,883,890,PC*,PC*
31322.0,1613,1672,MP*1,MP*1
31323.0,851,860,PSI*,PSI*
31323.0,1651,1674,MP*1,MP*1
31323.0,638,695,MP*2,MP*2
31323.0,1613,1672,MP*1,MP*1
31324.0,1651,1674,MP*1,MP*1
31324.0,851,860,PSI*,PSI*
31325.0,1651,1674,MP*1,MP*1
31325.0,638,695,MP*2,MP*2
31325.0,1613,1672,MP*1,MP*1
31326.0,1651,1674,MP*1,MP*1
31326.0,641,691,MP*2,MP*2
31327.0,692,698,PC,PC
31327.0,851,860,PSI*,PSI*
31327.0,1613,1672,MP*1,MP*1
31327.0,1181,1674,MP*1,MP*1
31327.0,1148,1678,MP*1,MP*1
31327.0,641,691,MP*2,MP*2
31327.0,803,807,PC*,PC*
31327.0,1651,1674,MP*1,MP*1
31328.0,803,807,PC*,PC*
31328.0,1651,1674,MP*1,MP*1
31328.0,626,698,PC,PC
31328.0,1613,1672,MP*1,MP*1
31328.0,646,684,MP*2,MP*2
31329.0,851,860,PSI*,PSI*
31329.0,665,602,MP*2,MP*2
31329.0,619,638,MP*2,MP*2
31329.0,638,695,MP*2,MP*2
31329.0,626,698,PC,PC
31329.0,1148,1678,MP*1,MP*1
31329.0,1613,1672,MP*1,MP*1
31330.0,851,860,PSI*,PSI*
31330.0,619,638,MP*2,MP*2
31330.0,638,695,MP*2,MP*2
31330.0,626,698,PC,PC
31330.0,1613,1672,MP*1,MP*1
31331.0,851,860,PSI*,PSI*
31331.0,1613,1672,MP*1,MP*1
31331.0,619,638,MP*2,MP*2
31331.0,638,695,MP*2,MP*2
31331.0,619,695,MP*2,MP*2
31331.0,641,691,MP*2,MP*2
31331.0,1651,1674,MP*1,MP*1
31332.0,851,860,PSI*,PSI*
31332.0,1613,1672,MP*1,MP*1
31332.0,841,854,PSI*,PSI*
31332.0,1164,1644,MP*1,MP*1
31332.0,638,695,MP*2,MP*2
31332.0,626,698,PC,PC
31332.0,641,691,MP*2,MP*2
31333.0,851,860,PSI*,PSI*
31333.0,1613,1672,MP*1,MP*1
31333.0,638,695,MP*2,MP*2
31333.0,641,691,MP*2,MP*2
31333.0,803,807,PC*,PC*
31334.0,851,860,PSI*,PSI*
31334.0,681,694,PC,PC
31334.0,1613,1672,MP*1,MP*1
31335.0,851,860,PSI*,PSI*
31335.0,638,695,MP*2,MP*2
31335.0,1613,1672,MP*1,MP*1
31335.0,626,698,PC,PC
31336.0,638,695,MP*2,MP*2
31336.0,851,860,PSI*,PSI*
31337.0,638,695,MP*2,MP*2
31337.0,851,860,PSI*,PSI*
31337.0,626,698,PC,PC
31338.0,855,868,PSI*,PSI*
31338.0,851,860,PSI*,PSI*
31338.0,638,695,MP*2,MP*2
31338.0,626,698,PC,PC
31338.0,1613,1672,MP*1,MP*1
31338.0,1170,1672,MP*1,MP*1
31339.0,692,698,PC,PC
31339.0,1613,1672,MP*1,MP*1
31340.0,692,698,PC,PC
31340.0,851,860,PSI*,PSI*
31340.0,867,868,PSI*,PSI*
31340.0,1613,1672,MP*1,MP*1
31341.0,621,638,MP*2,MP*2
31341.0,851,860,PSI*,PSI*
31341.0,1613,1672,MP*1,MP*1
31342.0,851,860,PSI*,PSI*
31342.0,814,889,PC*,PC*
31342.0,1492,1651,MP*1,MP*1
31343.0,855,869,PSI*,PSI*
31343.0,851,860,PSI*,PSI*
31343.0,831,868,PSI*,PSI*
31343.0,1613,1672,MP*1,MP*1
31343.0,867,868,PSI*,PSI*
31344.0,851,860,PSI*,PSI*
31344.0,1651,1674,MP*1,MP*1
31344.0,1613,1672,MP*1,MP*1
31345.0,851,860,PSI*,PSI*
31345.0,619,638,MP*2,MP*2
31345.0,626,698,PC,PC
31345.0,1613,1672,MP*1,MP*1
31345.0,1651,1674,MP*1,MP*1
31345.0,626,692,PC,PC
31346.0,1651,1674,MP*1,MP*1
31346.0,636,860,PC,PSI*
31346.0,851,860,PSI*,PSI*
31346.0,1164,1644,MP*1,MP*1
31347.0,1651,1674,MP*1,MP*1
31347.0,851,860,PSI*,PSI*
31347.0,683,838,PC,PSI*
31347.0,1613,1672,MP*1,MP*1
31348.0,851,860,PSI*,PSI*
31348.0,1651,1674,MP*1,MP*1
31348.0,683,692,PC,PC
31348.0,1613,1672,MP*1,MP*1
31349.0,851,860,PSI*,PSI*
31349.0,1622,1645,MP*1,MP*1
31349.0,646,695,MP*2,MP*2
31349.0,1613,1672,MP*1,MP*1
31349.0,683,692,PC,PC
31349.0,1651,1674,MP*1,MP*1
31350.0,851,860,PSI*,PSI*
31350.0,1164,1644,MP*1,MP*1
31350.0,626,698,PC,PC
31350.0,683,692,PC,PC
31350.0,1613,1672,MP*1,MP*1
31350.0,646,695,MP*2,MP*2
31350.0,1651,1674,MP*1,MP*1
31351.0,851,860,PSI*,PSI*
31351.0,1492,1651,MP*1,MP*1
31351.0,1622,1645,MP*1,MP*1
31351.0,815,896,PC*,PC*
31351.0,636,860,PC,PSI*
31351.0,1181,1674,MP*1,MP*1
31351.0,683,692,PC,PC
31351.0,1613,1672,MP*1,MP*1
31351.0,1651,1674,MP*1,MP*1
31352.0,851,860,PSI*,PSI*
31352.0,1492,1651,MP*1,MP*1
31352.0,1181,1674,MP*1,MP*1
31352.0,641,699,MP*2,MP*2
31352.0,815,896,PC*,PC*
31352.0,1613,1672,MP*1,MP*1
31352.0,1170,1672,MP*1,MP*1
31352.0,815,887,PC*,PC*
31353.0,851,860,PSI*,PSI*
31353.0,1181,1674,MP*1,MP*1
31353.0,626,698,PC,PC
31353.0,838,852,PSI*,PSI*
31353.0,689,1622,MP*2,MP*1
31353.0,1613,1672,MP*1,MP*1
31353.0,1170,1672,MP*1,MP*1
31353.0,887,896,PC*,PC*
31354.0,851,860,PSI*,PSI*
31354.0,815,887,PC*,PC*
31354.0,1613,1672,MP*1,MP*1
31354.0,1651,1674,MP*1,MP*1
31354.0,619,646,MP*2,MP*2
31355.0,851,860,PSI*,PSI*
31355.0,626,698,PC,PC
31355.0,1613,1672,MP*1,MP*1
31355.0,646,684,MP*2,MP*2
31355.0,1651,1674,MP*1,MP*1
31356.0,851,860,PSI*,PSI*
31356.0,815,887,PC*,PC*
31356.0,626,698,PC,PC
31356.0,1613,1672,MP*1,MP*1
31356.0,646,684,MP*2,MP*2
31356.0,1651,1674,MP*1,MP*1
31357.0,851,860,PSI*,PSI*
31357.0,815,887,PC*,PC*
31357.0,626,698,PC,PC
31357.0,683,698,PC,PC
31357.0,1613,1672,MP*1,MP*1
31357.0,1170,1672,MP*1,MP*1
31357.0,646,684,MP*2,MP*2
31357.0,1651,1674,MP*1,MP*1
31357.0,626,683,PC,PC
31358.0,851,860,PSI*,PSI*
31358.0,1181,1674,MP*1,MP*1
31358.0,841,855,PSI*,PSI*
31358.0,1613,1672,MP*1,MP*1
31358.0,646,684,MP*2,MP*2
31358.0,1651,1674,MP*1,MP*1
31358.0,626,698,PC,PC
31358.0,626,683,PC,PC
31359.0,851,860,PSI*,PSI*
31359.0,1613,1672,MP*1,MP*1
31359.0,683,692,PC,PC
31359.0,641,691,MP*2,MP*2
31359.0,646,684,MP*2,MP*2
31359.0,1651,1674,MP*1,MP*1
31359.0,619,646,MP*2,MP*2
31360.0,1613,1672,MP*1,MP*1
31360.0,1492,1651,MP*1,MP*1
31360.0,626,698,PC,PC
31360.0,683,698,PC,PC
31360.0,641,691,MP*2,MP*2
31360.0,646,684,MP*2,MP*2
31360.0,1651,1674,MP*1,MP*1
31360.0,619,646,MP*2,MP*2
31361.0,1164,1644,MP*1,MP*1
31361.0,1181,1674,MP*1,MP*1
31361.0,626,698,PC,PC
31361.0,646,684,MP*2,MP*2
31361.0,1651,1674,MP*1,MP*1
31361.0,626,683,PC,PC
31361.0,619,646,MP*2,MP*2
31362.0,1164,1644,MP*1,MP*1
31362.0,1181,1674,MP*1,MP*1
31362.0,626,698,PC,PC
31362.0,1613,1672,MP*1,MP*1
31362.0,646,684,MP*2,MP*2
31362.0,1651,1674,MP*1,MP*1
31363.0,1164,1644,MP*1,MP*1
31363.0,1613,1672,MP*1,MP*1
31364.0,803,807,PC*,PC*
31364.0,1651,1674,MP*1,MP*1
31364.0,1181,1674,MP*1,MP*1
31364.0,626,698,PC,PC
31365.0,851,860,PSI*,PSI*
31365.0,1181,1674,MP*1,MP*1
31365.0,626,698,PC,PC
31365.0,683,692,PC,PC
31365.0,803,807,PC*,PC*
31365.0,1170,1672,MP*1,MP*1
31365.0,1651,1674,MP*1,MP*1
31366.0,803,807,PC*,PC*
31366.0,1651,1674,MP*1,MP*1
31366.0,1613,1672,MP*1,MP*1
31367.0,1651,1674,MP*1,MP*1
31367.0,1181,1674,MP*1,MP*1
31367.0,1613,1672,MP*1,MP*1
31368.0,851,860,PSI*,PSI*
31368.0,1164,1644,MP*1,MP*1
31368.0,1181,1674,MP*1,MP*1
31368.0,626,698,PC,PC
31368.0,1613,1672,MP*1,MP*1
31368.0,1651,1674,MP*1,MP*1
31368.0,807,893,PC*,PC*
31368.0,626,683,PC,PC
31369.0,1164,1644,MP*1,MP*1
31369.0,851,860,PSI*,PSI*
31369.0,636,860,PC,PSI*
31369.0,1181,1674,MP*1,MP*1
31369.0,626,698,PC,PC
31369.0,1651,1674,MP*1,MP*1
31369.0,807,893,PC*,PC*
31370.0,1622,1645,MP*1,MP*1
31370.0,626,698,PC,PC
31370.0,1613,1672,MP*1,MP*1
31370.0,1651,1674,MP*1,MP*1
31371.0,1628,1629,MP*1,MP*1
31371.0,683,698,PC,PC
31371.0,1651,1674,MP*1,MP*1
31372.0,855,869,PSI*,PSI*
31372.0,1181,1674,MP*1,MP*1
31372.0,636,860,PC,PSI*
31372.0,683,698,PC,PC
31372.0,1651,1674,MP*1,MP*1
31373.0,636,869,PC,PSI*
31373.0,1628,1629,MP*1,MP*1
31373.0,1164,1644,MP*1,MP*1
31373.0,852,860,PSI*,PSI*
31373.0,1613,1672,MP*1,MP*1
31373.0,1651,1674,MP*1,MP*1
31373.0,626,683,PC,PC
31374.0,1628,1629,MP*1,MP*1
31374.0,1613,1672,MP*1,MP*1
31374.0,1651,1674,MP*1,MP*1
31374.0,807,893,PC*,PC*
31374.0,650,674,MP*2,MP*2
31375.0,860,869,PSI*,PSI*
31375.0,620,674,MP*2,MP*2
31375.0,813,836,PSI*,PSI*
31375.0,1181,1674,MP*1,MP*1
31375.0,683,698,PC,PC
31375.0,1613,1672,MP*1,MP*1
31375.0,1651,1674,MP*1,MP*1
31376.0,1622,1645,MP*1,MP*1
31376.0,1164,1644,MP*1,MP*1
31376.0,1181,1674,MP*1,MP*1
31376.0,823,887,PC*,PC*
31376.0,683,698,PC,PC
31376.0,852,860,PSI*,PSI*
31376.0,1613,1672,MP*1,MP*1
31376.0,1651,1674,MP*1,MP*1
31377.0,1164,1644,MP*1,MP*1
31377.0,1181,1674,MP*1,MP*1
31377.0,1632,1671,MP*1,MP*1
31377.0,683,698,PC,PC
31377.0,636,660,PC,PC
31377.0,883,886,PC*,PC*
31377.0,1651,1674,MP*1,MP*1
31378.0,1613,1672,MP*1,MP*1
31378.0,815,896,PC*,PC*
31378.0,1644,1671,MP*1,MP*1
31378.0,1181,1674,MP*1,MP*1
31378.0,1632,1644,MP*1,MP*1
31378.0,883,886,PC*,PC*
31379.0,1628,1629,MP*1,MP*1
31379.0,1164,1644,MP*1,MP*1
31379.0,1181,1674,MP*1,MP*1
31379.0,626,698,PC,PC
31379.0,836,854,PSI*,PSI*
31380.0,636,660,PC,PC
31380.0,1164,1644,MP*1,MP*1
31380.0,1181,1674,MP*1,MP*1
31380.0,628,636,PC,PC
31381.0,1164,1644,MP*1,MP*1
31381.0,1181,1674,MP*1,MP*1
31381.0,854,858,PSI*,PSI*
31381.0,1632,1671,MP*1,MP*1
31381.0,636,660,PC,PC
31381.0,600,613,PC,PC
31382.0,1164,1645,MP*1,MP*1
31382.0,813,836,PSI*,PSI*
31382.0,1164,1644,MP*1,MP*1
31382.0,1181,1674,MP*1,MP*1
31382.0,849,884,PC*,PC*
31382.0,1632,1671,MP*1,MP*1
31383.0,636,660,PC,PC
31383.0,1181,1674,MP*1,MP*1
31383.0,849,884,PC*,PC*
31383.0,1632,1671,MP*1,MP*1
31383.0,626,698,PC,PC
31384.0,1644,1856,MP*1,MP*1
31384.0,1181,1674,MP*1,MP*1
31384.0,849,884,PC*,PC*
31384.0,636,660,PC,PC
31384.0,1492,1651,MP*1,MP*1
31384.0,807,849,PC*,PC*
31385.0,600,613,PC,PC
31385.0,1181,1674,MP*1,MP*1
31385.0,1632,1671,MP*1,MP*1
31385.0,636,660,PC,PC
31385.0,807,849,PC*,PC*
31386.0,849,884,PC*,PC*
31386.0,626,698,PC,PC
31386.0,636,660,PC,PC
31386.0,1632,1671,MP*1,MP*1
31386.0,1613,1672,MP*1,MP*1
31386.0,807,849,PC*,PC*
31387.0,1181,1674,MP*1,MP*1
31387.0,849,884,PC*,PC*
31387.0,626,698,PC,PC
31387.0,636,660,PC,PC
31387.0,1613,1672,MP*1,MP*1
31387.0,807,849,PC*,PC*
31388.0,807,884,PC*,PC*
31388.0,699,1170,MP*2,MP*1
31388.0,1181,1674,MP*1,MP*1
31388.0,849,884,PC*,PC*
31388.0,626,698,PC,PC
31388.0,636,660,PC,PC
31388.0,1170,1672,MP*1,MP*1
31388.0,626,683,PC,PC
31389.0,807,884,PC*,PC*
31389.0,1181,1674,MP*1,MP*1
31389.0,849,884,PC*,PC*
31389.0,636,660,PC,PC
31389.0,1613,1672,MP*1,MP*1
31389.0,807,849,PC*,PC*
31389.0,699,1672,MP*2,MP*1
31389.0,1170,1672,MP*1,MP*1
31389.0,1651,1674,MP*1,MP*1
31390.0,807,884,PC*,PC*
31390.0,1181,1674,MP*1,MP*1
31390.0,636,660,PC,PC
31390.0,641,691,MP*2,MP*2
31390.0,1170,1672,MP*1,MP*1
31390.0,1651,1674,MP*1,MP*1
31390.0,681,694,PC,PC
31391.0,641,691,MP*2,MP*2
31391.0,1672,1674,MP*1,MP*1
31391.0,636,660,PC,PC
31391.0,627,658,PC,PC
31391.0,881,897,PC*,PC*
31391.0,1181,1674,MP*1,MP*1
31391.0,609,627,PC,PC
31391.0,1629,1671,MP*1,MP*1
31391.0,1613,1672,MP*1,MP*1
31391.0,627,635,PC,PC
31391.0,1170,1672,MP*1,MP*1
31391.0,627,682,PC,PC
31392.0,1628,1629,MP*1,MP*1
31392.0,683,1613,PC,MP*1
31392.0,636,660,PC,PC
31392.0,636,699,PC,MP*2
31392.0,623,1678,PC,MP*1
31392.0,666,699,PC,MP*2
31392.0,691,1148,MP*2,MP*1
31392.0,668,687,MP*2,MP*2
31392.0,1613,1672,MP*1,MP*1
31392.0,807,849,PC*,PC*
31392.0,627,635,PC,PC
31392.0,1632,1671,MP*1,MP*1
31392.0,601,682,PC,PC
31393.0,686,696,PC,PC
31393.0,1170,1672,MP*1,MP*1
31393.0,1651,1674,MP*1,MP*1
31393.0,807,884,PC*,PC*
31393.0,656,683,PC,PC
31393.0,636,1148,PC,MP*1
31393.0,692,1672,PC,MP*1
31393.0,627,660,PC,PC
31393.0,692,699,PC,MP*2
31393.0,658,682,PC,PC
31393.0,627,698,PC,PC
31393.0,628,1672,PC,MP*1
31393.0,668,687,MP*2,MP*2
31393.0,682,1686,PC,MP*1
31393.0,609,601,PC,PC
31393.0,827,834,PSI*,PSI*
31393.0,847,1658,PC*,MP*1
31394.0,686,696,PC,PC
31394.0,698,1674,PC,MP*1
31394.0,600,609,PC,PC
31394.0,678,698,MP*2,PC
31394.0,636,601,PC,PC
31394.0,807,884,PC*,PC*
31394.0,600,656,PC,PC
31394.0,623,1674,PC,MP*1
31394.0,660,601,PC,PC
31394.0,668,687,MP*2,MP*2
31394.0,627,601,PC,PC
31394.0,609,613,PC,PC
31394.0,847,1658,PC*,MP*1
31395.0,600,658,PC,PC
31395.0,648,661,PC,PC
31395.0,686,696,PC,PC
31395.0,628,1674,PC,MP*1
31395.0,667,1674,PC,MP*1
31395.0,807,849,PC*,PC*
31395.0,663,696,PC,PC
31396.0,600,658,PC,PC
31396.0,661,696,PC,PC
31396.0,619,695,MP*2,MP*2
31396.0,636,661,PC,PC
31396.0,635,648,PC,PC
31396.0,635,636,PC,PC
31396.0,635,667,PC,PC
31397.0,860,869,PSI*,PSI*
31397.0,667,661,PC,PC
31397.0,635,660,PC,PC
31397.0,600,658,PC,PC
31397.0,661,686,PC,PC
31397.0,627,635,PC,PC
31397.0,619,695,MP*2,MP*2
31397.0,668,687,MP*2,MP*2
31397.0,654,681,PC,PC
31397.0,699,1148,MP*2,MP*1
31398.0,600,658,PC,PC
31398.0,681,694,PC,PC
31398.0,600,613,PC,PC
31398.0,1170,1672,MP*1,MP*1
31398.0,636,696,PC,PC
31398.0,807,893,PC*,PC*
31398.0,654,694,PC,PC
31399.0,600,658,PC,PC
31399.0,651,667,PC,PC
31399.0,1613,1672,MP*1,MP*1
31399.0,1190,1686,MP*1,MP*1
31399.0,1170,1672,MP*1,MP*1
31399.0,807,893,PC*,PC*
31399.0,654,694,PC,PC
31400.0,600,658,PC,PC
31400.0,1190,1686,MP*1,MP*1
31400.0,616,692,PC,PC
31400.0,1644,1674,MP*1,MP*1
31400.0,609,613,PC,PC
31400.0,1170,1672,MP*1,MP*1
31400.0,654,681,PC,PC
31400.0,807,893,PC*,PC*
31400.0,817,847,PC*,PC*
31401.0,616,681,PC,PC
31401.0,661,696,PC,PC
31401.0,807,893,PC*,PC*
31401.0,600,658,PC,PC
31401.0,667,696,PC,PC
31401.0,1613,1672,MP*1,MP*1
31401.0,1190,1686,MP*1,MP*1
31401.0,635,648,PC,PC
31401.0,654,681,PC,PC
31401.0,1622,1674,MP*1,MP*1
31401.0,1170,1672,MP*1,MP*1
31401.0,1651,1674,MP*1,MP*1
31402.0,600,658,PC,PC
31402.0,821,823,PC*,PC*
31402.0,616,681,PC,PC
31402.0,609,613,PC,PC
31402.0,1170,1672,MP*1,MP*1
31402.0,1651,1674,MP*1,MP*1
31402.0,817,847,PC*,PC*
31402.0,678,687,MP*2,MP*2
31402.0,612,678,MP*2,MP*2
31403.0,612,678,MP*2,MP*2
31403.0,661,696,PC,PC
31403.0,609,613,PC,PC
31403.0,1651,1674,MP*1,MP*1
31403.0,600,658,PC,PC
31404.0,661,696,PC,PC
31404.0,600,658,PC,PC
31404.0,600,613,PC,PC
31404.0,616,681,PC,PC
31404.0,660,681,PC,PC
31404.0,1651,1674,MP*1,MP*1
31404.0,803,849,PC*,PC*
31404.0,817,847,PC*,PC*
31405.0,616,681,PC,PC
31405.0,807,893,PC*,PC*
31405.0,600,658,PC,PC
31405.0,627,635,PC,PC
31405.0,609,613,PC,PC
31405.0,660,681,PC,PC
31405.0,1613,1672,MP*1,MP*1
31405.0,803,849,PC*,PC*
31405.0,817,847,PC*,PC*
31406.0,616,681,PC,PC
31406.0,803,849,PC*,PC*
31406.0,600,658,PC,PC
31406.0,623,692,PC,PC
31406.0,607,654,PC,PC
31406.0,627,635,PC,PC
31406.0,1601,1628,MP*1,MP*1
31406.0,660,681,PC,PC
31406.0,1613,1672,MP*1,MP*1
31406.0,807,893,PC*,PC*
31407.0,661,696,PC,PC
31407.0,660,681,PC,PC
31407.0,600,658,PC,PC
